
============================================================
  DEVICE: SW02-PoE-48P-HALA-2  [10.0.100.12]  vendor: cisco
============================================================

Timestamp : 2026-05-15 12:24:00


------------------------------------------------------------
  CMD: show log
------------------------------------------------------------

Syslog logging: enabled (0 messages dropped, 0 messages rate-limited, 0 flushes, 0 overruns, xml disabled, filtering disabled)

No Active Message Discriminator.



No Inactive Message Discriminator.


    Console logging: level informational, 15141 messages logged, xml disabled,
                     filtering disabled
    Monitor logging: level debugging, 0 messages logged, xml disabled,
                     filtering disabled
    Buffer logging:  level debugging, 15198 messages logged, xml disabled,
                     filtering disabled
    Exception Logging: size (4096 bytes)
    Count and timestamp logging messages: disabled
    File logging: disabled
    Persistent logging: disabled

No active filter modules.

    Trap logging: level informational, 15145 message lines logged
Jan 26 20:06:12.628: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 26 20:06:13.629: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 26 20:43:07.424: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 26 20:43:09.427: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 26 20:48:37.354: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Jan 26 20:48:38.356: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Jan 26 20:49:56.810: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 26 20:49:57.811: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 26 20:55:39.967: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 26 20:55:44.754: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 26 20:55:50.312: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 26 20:55:51.308: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 26 20:55:54.391: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 26 20:55:55.393: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 26 20:56:09.460: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 26 20:56:11.463: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 26 20:58:03.353: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Jan 26 20:58:04.349: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Jan 26 20:58:19.995: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 26 20:58:21.001: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 26 20:58:57.310: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 26 20:58:59.324: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 26 21:51:06.934: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 26 21:51:07.941: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Jan 26 21:51:10.368: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Jan 26 21:51:11.370: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 27 00:01:18.004: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 00:01:20.007: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 02:41:40.030: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 27 02:41:42.038: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 27 02:41:45.347: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 27 02:41:46.353: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Jan 27 02:41:48.744: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Jan 27 02:41:49.746: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 27 02:41:55.896: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 27 02:41:56.903: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Jan 27 02:42:00.347: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Jan 27 02:42:01.349: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 27 06:00:42.438: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 27 06:00:43.440: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 27 06:00:46.019: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 27 06:00:47.021: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 27 06:00:54.964: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 27 06:00:55.966: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 27 06:00:58.592: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 27 06:00:59.594: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 27 06:08:25.088: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 06:08:29.838: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 06:08:35.448: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 06:08:36.444: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 06:08:39.548: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 06:08:40.550: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:00:59.125: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:01:00.132: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:13:46.100: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:13:47.746: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:13:50.897: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:13:51.899: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:14:03.800: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:14:05.625: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:14:08.823: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:14:09.835: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:14:12.986: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:14:13.988: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:14:26.472: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:14:27.473: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:14:31.516: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:14:32.522: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:15:01.936: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:15:02.938: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 07:15:05.863: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:15:06.865: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 07:30:22.363: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:23.369: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:26.998: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 27 07:30:28.004: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 27 07:30:30.993: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:31.994: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:36.325: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 27 07:30:37.322: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 27 07:30:40.415: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:41.422: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:48.227: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 27 07:30:49.234: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 27 07:30:52.254: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 27 07:30:53.256: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 27 08:23:54.424: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Jan 27 08:23:55.902: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Jan 27 08:24:01.124: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Jan 27 08:24:02.126: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Jan 27 08:24:09.429: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Jan 27 08:24:10.431: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Jan 27 14:56:33.890: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 14:56:36.973: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:12:54.476: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:12:56.111: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:12:59.325: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:13:00.327: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:13:03.384: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:13:04.385: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:13:11.563: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:13:12.564: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:13:51.552: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:13:53.492: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:13:56.811: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:13:57.812: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:00.790: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:01.792: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:09.929: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:10.936: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:18.302: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:20.032: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:23.514: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:24.515: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:27.541: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:28.542: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:34.797: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:35.798: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:44.486: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:46.295: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 16:14:49.598: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:14:50.589: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 16:21:08.476: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Jan 27 16:21:09.477: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Jan 27 16:21:43.709: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 27 16:21:44.711: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 27 17:05:30.308: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 27 17:05:32.311: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 27 17:38:43.101: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:38:44.968: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:38:48.250: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:38:49.251: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:38:52.224: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:38:53.225: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:39:00.492: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:39:01.494: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:39:08.850: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:39:10.805: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:39:14.130: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:39:15.136: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:39:18.529: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:39:19.530: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:39:32.769: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:39:33.770: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:39:37.482: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:39:38.484: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:40:07.693: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:40:08.694: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:40:11.699: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:40:12.700: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:41:13.856: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 27 17:41:14.857: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Jan 27 17:41:21.526: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Jan 27 17:41:22.528: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 27 17:41:33.213: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:41:34.225: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:44:30.545: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:44:32.008: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:44:37.073: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:44:38.075: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:44:57.165: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:44:58.633: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:45:03.713: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:45:04.720: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:45:07.609: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:45:08.616: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:45:21.482: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:45:22.489: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:45:30.485: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:45:31.486: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:45:40.032: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:45:42.035: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:46:03.422: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:46:04.418: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:46:07.522: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:46:08.523: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:46:33.129: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:46:34.131: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Jan 27 17:46:37.161: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Jan 27 17:46:38.163: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Jan 27 18:28:36.159: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 27 18:28:37.160: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 27 18:28:47.883: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 27 18:28:48.884: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 27 18:28:56.911: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to down
Jan 27 18:28:57.907: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to down
Jan 27 18:29:00.372: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/9, changed state to up
Jan 27 18:29:01.384: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/9, changed state to up
Jan 27 20:57:06.076: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Jan 27 20:57:07.077: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Jan 27 20:59:31.961: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 27 20:59:33.964: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 27 20:59:42.815: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Jan 27 20:59:46.039: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Jan 27 20:59:50.286: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Jan 27 20:59:51.288: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Jan 27 21:00:11.652: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Jan 27 21:00:13.676: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Jan 27 21:00:26.338: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Jan 27 21:00:28.341: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Jan 27 21:09:19.573: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Jan 27 21:09:20.580: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Jan 27 21:10:01.949: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Jan 27 21:10:02.950: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Jan 27 21:25:21.318: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
